,sim_scenario,n_plus,n_minus,n_target,pi_target,gamma_selection_name,estimator,type,kernel,x,x_name,p,distributions,method_name,MSE,facet_blocks
358,sim_par_4,250,250,500,0.25,grid,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.0006861421679609322,"p = 10, sim_par_4, pi_target = 0.25"
361,sim_par_4,250,250,500,0.25,numerical,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0007030953150643991,"p = 10, sim_par_4, pi_target = 0.25"
364,sim_par_4,250,250,500,0.25,numerical,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.0006957381157232422,"p = 10, sim_par_4, pi_target = 0.25"
367,sim_par_4,250,250,500,0.25,one_over_p,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.0007429844115589563,"p = 10, sim_par_4, pi_target = 0.25"
370,sim_par_4,250,250,500,0.25,one_over_p,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0007442254465952616,"p = 10, sim_par_4, pi_target = 0.25"
373,sim_par_4,250,250,500,0.25,one_over_p,nrm,U,rbf,500,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.0009451814106187483,"p = 10, sim_par_4, pi_target = 0.25"
376,sim_par_4,250,250,500,0.25,one_over_p,nrm,V,rbf,500,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.0023234300469353515,"p = 10, sim_par_4, pi_target = 0.25"
2,sim_par_4,50,50,100,0.25,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0026261082913679287,"p = 20, sim_par_4, pi_target = 0.25"
5,sim_par_4,50,50,100,0.25,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.002620482274768458,"p = 20, sim_par_4, pi_target = 0.25"
8,sim_par_4,50,50,100,0.25,bootstrap_var,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.002644109007938906,"p = 20, sim_par_4, pi_target = 0.25"
11,sim_par_4,50,50,100,0.25,bootstrap_var,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.0026046047552570908,"p = 20, sim_par_4, pi_target = 0.25"
14,sim_par_4,50,50,100,0.25,distance,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0027454729028889117,"p = 20, sim_par_4, pi_target = 0.25"
17,sim_par_4,50,50,100,0.25,distance,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0024292228639248505,"p = 20, sim_par_4, pi_target = 0.25"
20,sim_par_4,50,50,100,0.25,grid,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.002619547345016901,"p = 20, sim_par_4, pi_target = 0.25"
23,sim_par_4,50,50,100,0.25,grid,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0025995784582488525,"p = 20, sim_par_4, pi_target = 0.25"
26,sim_par_4,50,50,100,0.25,numerical,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.002634800309601531,"p = 20, sim_par_4, pi_target = 0.25"
29,sim_par_4,50,50,100,0.25,numerical,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.012610304402449656,"p = 20, sim_par_4, pi_target = 0.25"
32,sim_par_4,50,50,100,0.25,one_over_p,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.003013892774444254,"p = 20, sim_par_4, pi_target = 0.25"
35,sim_par_4,50,50,100,0.25,one_over_p,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.00350840336657768,"p = 20, sim_par_4, pi_target = 0.25"
38,sim_par_4,50,50,100,0.25,one_over_p,nrm,U,rbf,100,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0058605926557231776,"p = 20, sim_par_4, pi_target = 0.25"
41,sim_par_4,50,50,100,0.25,one_over_p,nrm,V,rbf,100,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.026143893946218473,"p = 20, sim_par_4, pi_target = 0.25"
86,sim_par_4,100,100,200,0.25,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0014134575826783894,"p = 20, sim_par_4, pi_target = 0.25"
89,sim_par_4,100,100,200,0.25,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0013633800938604535,"p = 20, sim_par_4, pi_target = 0.25"
92,sim_par_4,100,100,200,0.25,bootstrap_var,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.001349869941805294,"p = 20, sim_par_4, pi_target = 0.25"
95,sim_par_4,100,100,200,0.25,bootstrap_var,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.001281947234757719,"p = 20, sim_par_4, pi_target = 0.25"
98,sim_par_4,100,100,200,0.25,distance,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0013886196239983892,"p = 20, sim_par_4, pi_target = 0.25"
101,sim_par_4,100,100,200,0.25,distance,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.001427411028405722,"p = 20, sim_par_4, pi_target = 0.25"
104,sim_par_4,100,100,200,0.25,grid,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0013588218092959376,"p = 20, sim_par_4, pi_target = 0.25"
107,sim_par_4,100,100,200,0.25,grid,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0013041910317202678,"p = 20, sim_par_4, pi_target = 0.25"
110,sim_par_4,100,100,200,0.25,numerical,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0013540092094359343,"p = 20, sim_par_4, pi_target = 0.25"
113,sim_par_4,100,100,200,0.25,numerical,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.005021568308645468,"p = 20, sim_par_4, pi_target = 0.25"
116,sim_par_4,100,100,200,0.25,one_over_p,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0013415070362244811,"p = 20, sim_par_4, pi_target = 0.25"
119,sim_par_4,100,100,200,0.25,one_over_p,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0014981754195531002,"p = 20, sim_par_4, pi_target = 0.25"
122,sim_par_4,100,100,200,0.25,one_over_p,nrm,U,rbf,200,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0015886327348719135,"p = 20, sim_par_4, pi_target = 0.25"
125,sim_par_4,100,100,200,0.25,one_over_p,nrm,V,rbf,200,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.00973638655257513,"p = 20, sim_par_4, pi_target = 0.25"
170,sim_par_4,150,150,300,0.25,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0010960638040701117,"p = 20, sim_par_4, pi_target = 0.25"
173,sim_par_4,150,150,300,0.25,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0011860567441482795,"p = 20, sim_par_4, pi_target = 0.25"
176,sim_par_4,150,150,300,0.25,bootstrap_var,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0011006093872062378,"p = 20, sim_par_4, pi_target = 0.25"
179,sim_par_4,150,150,300,0.25,bootstrap_var,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.001172229390732488,"p = 20, sim_par_4, pi_target = 0.25"
182,sim_par_4,150,150,300,0.25,distance,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0010241413609062117,"p = 20, sim_par_4, pi_target = 0.25"
185,sim_par_4,150,150,300,0.25,distance,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0011339350630559372,"p = 20, sim_par_4, pi_target = 0.25"
188,sim_par_4,150,150,300,0.25,grid,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0010677149642161464,"p = 20, sim_par_4, pi_target = 0.25"
191,sim_par_4,150,150,300,0.25,grid,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0011806762410260974,"p = 20, sim_par_4, pi_target = 0.25"
194,sim_par_4,150,150,300,0.25,numerical,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0010886403875125443,"p = 20, sim_par_4, pi_target = 0.25"
197,sim_par_4,150,150,300,0.25,numerical,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.0029799451132720995,"p = 20, sim_par_4, pi_target = 0.25"
200,sim_par_4,150,150,300,0.25,one_over_p,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.001146766677667432,"p = 20, sim_par_4, pi_target = 0.25"
203,sim_par_4,150,150,300,0.25,one_over_p,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0014636242385830313,"p = 20, sim_par_4, pi_target = 0.25"
206,sim_par_4,150,150,300,0.25,one_over_p,nrm,U,rbf,300,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.001142961964171121,"p = 20, sim_par_4, pi_target = 0.25"
209,sim_par_4,150,150,300,0.25,one_over_p,nrm,V,rbf,300,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.0063770268126377375,"p = 20, sim_par_4, pi_target = 0.25"
254,sim_par_4,200,200,400,0.25,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0006504630231813755,"p = 20, sim_par_4, pi_target = 0.25"
257,sim_par_4,200,200,400,0.25,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0007087829548334102,"p = 20, sim_par_4, pi_target = 0.25"
260,sim_par_4,200,200,400,0.25,bootstrap_var,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0006707791384856376,"p = 20, sim_par_4, pi_target = 0.25"
263,sim_par_4,200,200,400,0.25,bootstrap_var,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.0007341325403670057,"p = 20, sim_par_4, pi_target = 0.25"
266,sim_par_4,200,200,400,0.25,distance,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0006440023993244053,"p = 20, sim_par_4, pi_target = 0.25"
269,sim_par_4,200,200,400,0.25,distance,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0006745412471744757,"p = 20, sim_par_4, pi_target = 0.25"
272,sim_par_4,200,200,400,0.25,grid,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.000660296596177203,"p = 20, sim_par_4, pi_target = 0.25"
275,sim_par_4,200,200,400,0.25,grid,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0007235242991571661,"p = 20, sim_par_4, pi_target = 0.25"
278,sim_par_4,200,200,400,0.25,numerical,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0006710054522755075,"p = 20, sim_par_4, pi_target = 0.25"
281,sim_par_4,200,200,400,0.25,numerical,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.001252982204272011,"p = 20, sim_par_4, pi_target = 0.25"
284,sim_par_4,200,200,400,0.25,one_over_p,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0007496244016256076,"p = 20, sim_par_4, pi_target = 0.25"
287,sim_par_4,200,200,400,0.25,one_over_p,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0009351704103881882,"p = 20, sim_par_4, pi_target = 0.25"
290,sim_par_4,200,200,400,0.25,one_over_p,nrm,U,rbf,400,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0007689450686448795,"p = 20, sim_par_4, pi_target = 0.25"
293,sim_par_4,200,200,400,0.25,one_over_p,nrm,V,rbf,400,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.0040164467930313705,"p = 20, sim_par_4, pi_target = 0.25"
338,sim_par_4,250,250,500,0.25,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0005117725945748357,"p = 20, sim_par_4, pi_target = 0.25"
341,sim_par_4,250,250,500,0.25,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0005609263995541715,"p = 20, sim_par_4, pi_target = 0.25"
344,sim_par_4,250,250,500,0.25,bootstrap_var,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0005083475066867101,"p = 20, sim_par_4, pi_target = 0.25"
347,sim_par_4,250,250,500,0.25,bootstrap_var,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.0005484396708022172,"p = 20, sim_par_4, pi_target = 0.25"
350,sim_par_4,250,250,500,0.25,distance,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0005149553758768793,"p = 20, sim_par_4, pi_target = 0.25"
353,sim_par_4,250,250,500,0.25,distance,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0005484463521722485,"p = 20, sim_par_4, pi_target = 0.25"
356,sim_par_4,250,250,500,0.25,grid,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0005069987816829136,"p = 20, sim_par_4, pi_target = 0.25"
359,sim_par_4,250,250,500,0.25,grid,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0005547963577102179,"p = 20, sim_par_4, pi_target = 0.25"
362,sim_par_4,250,250,500,0.25,numerical,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0005103760094149306,"p = 20, sim_par_4, pi_target = 0.25"
365,sim_par_4,250,250,500,0.25,numerical,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.0006255492954505647,"p = 20, sim_par_4, pi_target = 0.25"
368,sim_par_4,250,250,500,0.25,one_over_p,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0005467731417779867,"p = 20, sim_par_4, pi_target = 0.25"
371,sim_par_4,250,250,500,0.25,one_over_p,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.000678584408275686,"p = 20, sim_par_4, pi_target = 0.25"
374,sim_par_4,250,250,500,0.25,one_over_p,nrm,U,rbf,500,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0005391272651512932,"p = 20, sim_par_4, pi_target = 0.25"
377,sim_par_4,250,250,500,0.25,one_over_p,nrm,V,rbf,500,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.0027701055200859267,"p = 20, sim_par_4, pi_target = 0.25"
420,sim_par_5,50,50,100,0.25,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.01861563642721741,"p = 5, sim_par_5, pi_target = 0.25"
423,sim_par_5,50,50,100,0.25,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.023593187239072475,"p = 5, sim_par_5, pi_target = 0.25"
426,sim_par_5,50,50,100,0.25,bootstrap_var,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.02084265488026422,"p = 5, sim_par_5, pi_target = 0.25"
429,sim_par_5,50,50,100,0.25,bootstrap_var,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.021931054017227315,"p = 5, sim_par_5, pi_target = 0.25"
432,sim_par_5,50,50,100,0.25,distance,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.019223954275668368,"p = 5, sim_par_5, pi_target = 0.25"
435,sim_par_5,50,50,100,0.25,distance,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.013800974294024429,"p = 5, sim_par_5, pi_target = 0.25"
438,sim_par_5,50,50,100,0.25,grid,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.01587330146413432,"p = 5, sim_par_5, pi_target = 0.25"
441,sim_par_5,50,50,100,0.25,grid,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.021931054017227315,"p = 5, sim_par_5, pi_target = 0.25"
444,sim_par_5,50,50,100,0.25,numerical,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.01577346034298769,"p = 5, sim_par_5, pi_target = 0.25"
447,sim_par_5,50,50,100,0.25,numerical,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.021142831786752726,"p = 5, sim_par_5, pi_target = 0.25"
450,sim_par_5,50,50,100,0.25,one_over_p,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.01832036671640645,"p = 5, sim_par_5, pi_target = 0.25"
453,sim_par_5,50,50,100,0.25,one_over_p,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.014664194479867934,"p = 5, sim_par_5, pi_target = 0.25"
456,sim_par_5,50,50,100,0.25,one_over_p,nrm,U,rbf,100,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.03510522045341222,"p = 5, sim_par_5, pi_target = 0.25"
459,sim_par_5,50,50,100,0.25,one_over_p,nrm,V,rbf,100,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.08833922291221534,"p = 5, sim_par_5, pi_target = 0.25"
504,sim_par_5,100,100,200,0.25,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.011348299157918202,"p = 5, sim_par_5, pi_target = 0.25"
507,sim_par_5,100,100,200,0.25,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0135594820877918,"p = 5, sim_par_5, pi_target = 0.25"
510,sim_par_5,100,100,200,0.25,bootstrap_var,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.013685680398466966,"p = 5, sim_par_5, pi_target = 0.25"
513,sim_par_5,100,100,200,0.25,bootstrap_var,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.012622792270431782,"p = 5, sim_par_5, pi_target = 0.25"
516,sim_par_5,100,100,200,0.25,distance,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.011501571398966152,"p = 5, sim_par_5, pi_target = 0.25"
519,sim_par_5,100,100,200,0.25,distance,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.007263827546779984,"p = 5, sim_par_5, pi_target = 0.25"
522,sim_par_5,100,100,200,0.25,grid,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.00966146263975769,"p = 5, sim_par_5, pi_target = 0.25"
525,sim_par_5,100,100,200,0.25,grid,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.012390021366740937,"p = 5, sim_par_5, pi_target = 0.25"
528,sim_par_5,100,100,200,0.25,numerical,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.009693104665711386,"p = 5, sim_par_5, pi_target = 0.25"
531,sim_par_5,100,100,200,0.25,numerical,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.01137194019077815,"p = 5, sim_par_5, pi_target = 0.25"
534,sim_par_5,100,100,200,0.25,one_over_p,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.011764266388269454,"p = 5, sim_par_5, pi_target = 0.25"
537,sim_par_5,100,100,200,0.25,one_over_p,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.007902443418716699,"p = 5, sim_par_5, pi_target = 0.25"
540,sim_par_5,100,100,200,0.25,one_over_p,nrm,U,rbf,200,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.024504874208328236,"p = 5, sim_par_5, pi_target = 0.25"
543,sim_par_5,100,100,200,0.25,one_over_p,nrm,V,rbf,200,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.04475460794498902,"p = 5, sim_par_5, pi_target = 0.25"
588,sim_par_5,150,150,300,0.25,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.006583104377276387,"p = 5, sim_par_5, pi_target = 0.25"
591,sim_par_5,150,150,300,0.25,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.007658355034819489,"p = 5, sim_par_5, pi_target = 0.25"
594,sim_par_5,150,150,300,0.25,bootstrap_var,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.006990739751291668,"p = 5, sim_par_5, pi_target = 0.25"
597,sim_par_5,150,150,300,0.25,bootstrap_var,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.008412717207268116,"p = 5, sim_par_5, pi_target = 0.25"
600,sim_par_5,150,150,300,0.25,distance,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.00745957318794711,"p = 5, sim_par_5, pi_target = 0.25"
603,sim_par_5,150,150,300,0.25,distance,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.005029270609526455,"p = 5, sim_par_5, pi_target = 0.25"
606,sim_par_5,150,150,300,0.25,grid,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.005965622018690268,"p = 5, sim_par_5, pi_target = 0.25"
609,sim_par_5,150,150,300,0.25,grid,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.007715882103698075,"p = 5, sim_par_5, pi_target = 0.25"
612,sim_par_5,150,150,300,0.25,numerical,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.00589096638917613,"p = 5, sim_par_5, pi_target = 0.25"
615,sim_par_5,150,150,300,0.25,numerical,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.006524649953743931,"p = 5, sim_par_5, pi_target = 0.25"
618,sim_par_5,150,150,300,0.25,one_over_p,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.00696345591877584,"p = 5, sim_par_5, pi_target = 0.25"
621,sim_par_5,150,150,300,0.25,one_over_p,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.005283076896838887,"p = 5, sim_par_5, pi_target = 0.25"
624,sim_par_5,150,150,300,0.25,one_over_p,nrm,U,rbf,300,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.015829280462785204,"p = 5, sim_par_5, pi_target = 0.25"
627,sim_par_5,150,150,300,0.25,one_over_p,nrm,V,rbf,300,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.0266900827013843,"p = 5, sim_par_5, pi_target = 0.25"
672,sim_par_5,200,200,400,0.25,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.005244633996974149,"p = 5, sim_par_5, pi_target = 0.25"
675,sim_par_5,200,200,400,0.25,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.006656830935512583,"p = 5, sim_par_5, pi_target = 0.25"
678,sim_par_5,200,200,400,0.25,bootstrap_var,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.005330948906839205,"p = 5, sim_par_5, pi_target = 0.25"
681,sim_par_5,200,200,400,0.25,bootstrap_var,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.005823800618470551,"p = 5, sim_par_5, pi_target = 0.25"
684,sim_par_5,200,200,400,0.25,distance,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.00632251874006732,"p = 5, sim_par_5, pi_target = 0.25"
687,sim_par_5,200,200,400,0.25,distance,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.004085283360296869,"p = 5, sim_par_5, pi_target = 0.25"
690,sim_par_5,200,200,400,0.25,grid,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.004597104531779482,"p = 5, sim_par_5, pi_target = 0.25"
693,sim_par_5,200,200,400,0.25,grid,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.005286637723480495,"p = 5, sim_par_5, pi_target = 0.25"
696,sim_par_5,200,200,400,0.25,numerical,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.004657647293785595,"p = 5, sim_par_5, pi_target = 0.25"
699,sim_par_5,200,200,400,0.25,numerical,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.004487806726530574,"p = 5, sim_par_5, pi_target = 0.25"
702,sim_par_5,200,200,400,0.25,one_over_p,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.005492609228476062,"p = 5, sim_par_5, pi_target = 0.25"
705,sim_par_5,200,200,400,0.25,one_over_p,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.004171631220222245,"p = 5, sim_par_5, pi_target = 0.25"
708,sim_par_5,200,200,400,0.25,one_over_p,nrm,U,rbf,400,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.0109759803381775,"p = 5, sim_par_5, pi_target = 0.25"
711,sim_par_5,200,200,400,0.25,one_over_p,nrm,V,rbf,400,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.01768932149023135,"p = 5, sim_par_5, pi_target = 0.25"
756,sim_par_5,250,250,500,0.25,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.004121172072189752,"p = 5, sim_par_5, pi_target = 0.25"
759,sim_par_5,250,250,500,0.25,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.005213017321921407,"p = 5, sim_par_5, pi_target = 0.25"
762,sim_par_5,250,250,500,0.25,bootstrap_var,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.004463520185189012,"p = 5, sim_par_5, pi_target = 0.25"
